alter,automarke,modell,preis,geschlecht
77,Hyundai,Nexo,11247,Männlich
53,Honda,HR-V,10068,Männlich
73,BMW Motorrad,F900R,23009,Männlich
38,Mazda,CX-5,25832,Männlich
66,BMW Motorrad,F900R,19951,Männlich
36,Renault,Kadjar,6949,Weiblich
62,Kia,Seltos,43636,Männlich
20,BMW Motorrad,R1250GS,16836,Männlich
15,Kia,Rio,41116,Weiblich
36,Subaru,Impreza,27897,Männlich
47,Honda,HR-V,9970,Weiblich
28,Opel,Mokka,15544,Weiblich
33,Mazda,Mazda6,34614,Männlich
26,BMW Motorrad,S1000RR,18391,Männlich
16,Skoda,Kamiq,21242,Weiblich
63,Honda,CR-V,21602,Männlich
28,Tesla,Model 3,52862,Weiblich
72,Land Rover,Discovery,35362,Männlich
38,Mitsubishi,ASX,32258,Männlich
24,Toyota,Camry,38148,Männlich
70,BMW Motorrad,R1250GS,17572,Weiblich
35,Skoda,Scala,14435,Weiblich
68,Kia,Niro,26361,Weiblich
23,Mercedes,S-Klasse,65081,Männlich
41,Alfa Romeo,Giulia,16727,Männlich
78,Land Rover,Evoque,51898,Weiblich
48,BMW Motorrad,F900R,19883,Weiblich
75,Porsche,Panamera,192319,Männlich
80,Mercedes,GLE,49423,Männlich
59,BMW,Z4,36976,Männlich
44,Peugeot,3008,19705,Männlich
35,Kia,Sportage,32244,Weiblich
38,Renault,Clio,26430,Weiblich
53,Volkswagen,ID.3,17969,Männlich
58,Citroen,C3 Aircross,7587,Männlich
19,Renault,Megane,10209,Weiblich
59,Skoda,Kodiaq,20297,Weiblich
17,Mazda,Mazda6,13550,Männlich
61,Honda,Civic,25190,Weiblich
63,Jeep,Compass,47373,Weiblich
56,Peugeot,Partner,12232,Männlich
18,Mitsubishi,Outlander,10646,Männlich
36,Renault,Koleos,31538,Männlich
28,Subaru,Outback,37245,Männlich
18,Nissan,Qashqai,26526,Männlich
80,Hyundai,i10,40364,Männlich
38,BMW,i4,69778,Männlich
46,Subaru,Forester,32275,Weiblich
40,Subaru,Forester,40688,Weiblich
71,Nissan,Micra,49545,Männlich
78,Mazda,Mazda3,39207,Weiblich
48,Citroen,C5 Aircross,8717,Weiblich
52,Toyota,RAV4,37833,Weiblich
59,Tesla,Model Y,41275,Weiblich
65,Tesla,Model S,25570,Männlich
67,Skoda,Scala,41435,Weiblich
36,Citroen,C5 Aircross,6910,Männlich
78,Opel,Insignia,22879,Männlich
50,Opel,Insignia,17813,Weiblich
18,Ford,Mondeo,27613,Weiblich
26,Citroen,C4,16668,Männlich
59,Porsche,911,93743,Weiblich
50,Alfa Romeo,Giulietta,56937,Weiblich
61,Subaru,XV,32537,Männlich
29,Subaru,XV,33440,Weiblich
54,Citroen,C3 Aircross,15666,Männlich
45,Land Rover,Defender,113371,Weiblich
52,Mercedes,S-Klasse,27604,Weiblich
55,Citroen,C5,22598,Männlich
32,Land Rover,Discovery,39884,Männlich
33,Volkswagen,Sharan,53658,Männlich
78,Citroen,C5,8241,Männlich
77,Skoda,Fabia,12416,Weiblich
37,Opel,Insignia,19757,Männlich
78,Mitsubishi,ASX,18628,Männlich
34,Mazda,Mazda3,18401,Weiblich
30,Mazda,Mazda6,30521,Männlich
19,Porsche,Macan,156136,Weiblich
30,Toyota,Corolla,33952,Weiblich
19,Mitsubishi,ASX,20015,Weiblich
37,Mazda,Mazda2,18126,Weiblich
64,Volvo,XC40,75838,Weiblich
57,Land Rover,Evoque,94343,Weiblich
67,Mitsubishi,Space Star,11425,Weiblich
60,Toyota,Land Cruiser,40355,Weiblich
68,Toyota,Yaris,37595,Weiblich
18,Renault,Talisman,11681,Weiblich
67,Mitsubishi,Space Star,38978,Weiblich
76,Mercedes,C-Klasse,58377,Männlich
22,BMW,2er,82720,Weiblich
21,Mazda,Mazda2,23540,Weiblich
27,Skoda,Superb,12849,Männlich
76,Opel,Grandland,12875,Männlich
53,Kia,Rio,34525,Männlich
78,Kia,Rio,10863,Weiblich
58,Tesla,Model X,57783,Männlich
72,Alfa Romeo,Stelvio,40131,Weiblich
16,Land Rover,Discovery,55820,Weiblich
15,Mazda,Mazda3,15289,Männlich
79,Honda,CR-V,32929,Männlich
71,Opel,Corsa,21110,Männlich
59,BMW Motorrad,S1000RR,17823,Männlich
32,Kia,Ceed,34507,Männlich
53,BMW Motorrad,S1000RR,10717,Männlich
29,Volvo,V90,67046,Männlich
24,Nissan,Qashqai,23462,Männlich
30,Audi,A3,100575,Weiblich
39,Renault,Koleos,24462,Männlich
75,Subaru,Outback,11847,Weiblich
62,BMW,X1,87925,Männlich
22,Volkswagen,Passat,63769,Weiblich
70,Honda,Accord,25283,Männlich
59,Mitsubishi,L200,29882,Weiblich
66,Honda,CR-V,23904,Männlich
36,Tesla,Model Y,36524,Männlich
74,Mercedes,GLA,132664,Weiblich
16,Kia,Ceed,25476,Weiblich
61,Mercedes,E-Klasse,84674,Männlich
18,Land Rover,Defender,41514,Männlich
28,Tesla,Model 3,57247,Männlich
50,Nissan,Navara,40945,Männlich
40,Mitsubishi,ASX,17218,Weiblich
29,Land Rover,Discovery,65307,Männlich
25,Honda,Accord,15618,Weiblich
18,Volvo,S60,33390,Weiblich
40,Opel,Astra,28602,Männlich
72,Hyundai,Nexo,24877,Weiblich
31,Land Rover,Defender,30413,Weiblich
49,Porsche,Cayenne,62962,Männlich
22,Honda,Accord,15103,Männlich
59,BMW Motorrad,R1200GS,15223,Weiblich
25,Toyota,Corolla,22478,Weiblich
67,Citroen,C3,19095,Männlich
47,Porsche,Panamera,136108,Weiblich
68,Alfa Romeo,Giulietta,71642,Männlich
53,Skoda,Scala,31736,Männlich
30,Jeep,Compass,42656,Männlich
47,BMW,X3,32048,Männlich
46,Mazda,Mazda3,24439,Weiblich
33,Alfa Romeo,MiTo,71766,Männlich
54,Nissan,Qashqai,41649,Männlich
61,Hyundai,i30,26732,Männlich
68,Opel,Corsa,10370,Männlich
69,Opel,Corsa,12130,Männlich
32,Honda,Civic,20114,Männlich
41,Ford,Focus,23457,Männlich
51,BMW,X5,26723,Männlich
59,Ford,Mustang,27006,Männlich
55,Porsche,Macan,161252,Männlich
39,Opel,Zafira,16503,Weiblich
55,Jeep,Compass,35773,Weiblich
23,Kia,Seltos,14742,Männlich
41,Tesla,Model S,71698,Männlich
75,Mazda,Mazda6,15664,Männlich
31,Skoda,Kamiq,21578,Männlich
43,Land Rover,Defender,68024,Männlich
18,Land Rover,Discovery,112263,Männlich
56,Audi,A8,100496,Weiblich
31,Mazda,CX-5,39193,Männlich
50,Peugeot,Partner,14300,Weiblich
50,Ford,Focus,11682,Männlich
35,Mitsubishi,ASX,35441,Männlich
76,Honda,Civic,24850,Männlich
54,Skoda,Superb,41492,Weiblich
52,Citroen,C5 Aircross,9298,Männlich
62,BMW Motorrad,F900R,12437,Weiblich
65,Skoda,Scala,14375,Männlich
54,Peugeot,3008,24571,Männlich
24,Tesla,Model S,57117,Weiblich
30,Toyota,Corolla,11259,Weiblich
70,Jeep,Cherokee,47044,Männlich
72,BMW,i3,25453,Weiblich
70,Jeep,Cherokee,55104,Weiblich
79,Volvo,XC60,74924,Männlich
17,BMW Motorrad,R1250GS,22153,Weiblich
66,Alfa Romeo,Giulia,68075,Männlich
21,Nissan,Juke,24776,Weiblich
67,Ford,Mustang,37398,Weiblich
79,Toyota,Land Cruiser,46573,Weiblich
72,Jeep,Grand Cherokee,29237,Weiblich
20,Volvo,S60,31843,Weiblich
45,Land Rover,Range Rover,57645,Männlich
27,Jeep,Grand Cherokee,28080,Männlich
39,BMW Motorrad,R1200GS,19912,Männlich
44,Peugeot,208,12099,Weiblich
40,Mercedes,V-Klasse,119203,Männlich
79,Tesla,Model S,28170,Weiblich
34,Volvo,XC90,21740,Weiblich
24,BMW Motorrad,S1000RR,21298,Weiblich
25,Renault,Megane,25991,Männlich
30,Audi,A6,28461,Männlich
53,Nissan,Navara,12343,Weiblich
36,Toyota,Land Cruiser,51884,Weiblich
56,Renault,Megane,14126,Weiblich
45,Mitsubishi,L200,34034,Männlich
52,Mazda,Mazda6,29147,Männlich
25,Skoda,Fabia,12098,Weiblich
72,Volvo,XC90,40333,Männlich
29,BMW Motorrad,F900R,14922,Männlich
52,Citroen,C4,6492,Weiblich
79,Peugeot,508,7150,Männlich
48,Mercedes,V-Klasse,127581,Weiblich
72,Renault,Megane,5160,Weiblich
54,Mazda,Mazda6,33097,Weiblich
58,Skoda,Kodiaq,27112,Männlich
73,Peugeot,308,9493,Männlich
58,Opel,Astra,14117,Männlich
18,Hyundai,Tucson,41746,Weiblich
55,Jeep,Grand Cherokee,18979,Weiblich
24,Subaru,Forester,36883,Männlich
32,Mitsubishi,ASX,16949,Männlich
32,Audi,TT,30824,Männlich
50,Renault,Captur,32286,Männlich
71,Mitsubishi,Outlander,18630,Männlich
32,Nissan,Leaf,9579,Männlich
64,Tesla,Model X,53815,Weiblich
19,Volvo,V90,19741,Männlich
38,Opel,Grandland,18479,Männlich
57,Hyundai,Santa Fe,38371,Männlich
34,Mitsubishi,L200,9729,Männlich
71,Mazda,Mazda2,13950,Männlich
59,Nissan,Navara,48444,Männlich
78,Subaru,Forester,14995,Männlich
78,Opel,Grandland,25521,Weiblich
29,Volkswagen,Touareg,15189,Weiblich
28,Nissan,Leaf,46533,Männlich
62,Subaru,XV,28747,Männlich
65,Skoda,Octavia,33602,Männlich
62,Volvo,V90,59336,Männlich
31,Skoda,Kamiq,43270,Weiblich
36,Land Rover,Discovery,56411,Männlich
74,Skoda,Fabia,25442,Weiblich
35,Opel,Zafira,28834,Weiblich
54,Volvo,S60,47764,Männlich
59,Mitsubishi,ASX,8313,Männlich
47,Tesla,Model S,29208,Weiblich
22,Mitsubishi,Outlander,30034,Männlich
33,Subaru,XV,16264,Weiblich
69,Ford,Edge,29081,Männlich
20,Audi,R8,18537,Weiblich
21,Toyota,C-HR,16038,Weiblich
79,Honda,HR-V,18230,Männlich
60,Ford,Mustang,32398,Männlich
79,Peugeot,Partner,27117,Männlich
75,Tesla,Model 3,29420,Weiblich
72,Toyota,RAV4,45807,Weiblich
16,Honda,Accord,25311,Männlich
29,Skoda,Kodiaq,24432,Weiblich
26,Audi,R8,21388,Männlich
42,Renault,Talisman,24330,Männlich
25,Nissan,Micra,40983,Weiblich
54,Skoda,Fabia,25136,Männlich
42,Subaru,Outback,14476,Männlich
59,Volvo,XC60,42279,Männlich
40,Jeep,Compass,27605,Männlich
55,Volkswagen,Tiguan,31837,Männlich
55,Kia,Seltos,18253,Weiblich
78,Mazda,CX-5,19071,Weiblich
22,Porsche,Panamera,108565,Männlich
80,Citroen,C3,28309,Männlich
79,Peugeot,3008,6548,Weiblich
72,Nissan,Navara,21467,Weiblich
79,Kia,Seltos,41109,Weiblich
50,Skoda,Scala,41754,Weiblich
76,Kia,Stonic,28457,Weiblich
24,Mazda,Mazda3,16900,Männlich
63,Peugeot,508,11753,Männlich
17,Alfa Romeo,Giulietta,29525,Weiblich
67,Renault,Megane,7564,Weiblich
59,Citroen,C5,19330,Männlich
24,Tesla,Model X,56210,Männlich
53,Toyota,RAV4,48837,Weiblich
33,Audi,A6,30895,Männlich
40,Skoda,Superb,35188,Weiblich
48,Skoda,Kamiq,24083,Weiblich
44,Volvo,S60,46145,Weiblich
71,Mazda,CX-5,34822,Männlich
18,Jeep,Grand Cherokee,29535,Weiblich
21,Toyota,Land Cruiser,49515,Männlich
17,BMW,7er,24861,Weiblich
19,Opel,Mokka,8077,Männlich
33,Mitsubishi,Space Star,15153,Männlich
27,Ford,Fiesta,25035,Männlich
61,Peugeot,3008,28469,Männlich
77,Land Rover,Defender,71913,Weiblich
56,BMW,i3,113430,Weiblich
52,Mazda,CX-5,28952,Weiblich
72,Mitsubishi,Space Star,31386,Weiblich
41,Kia,Niro,31020,Weiblich
75,Land Rover,Defender,73673,Weiblich
20,Volvo,S60,34547,Weiblich
15,Subaru,XV,30545,Männlich
15,Audi,A6,90265,Weiblich
50,Subaru,Impreza,22672,Weiblich
79,Peugeot,Partner,28243,Weiblich
50,Volvo,S60,60027,Weiblich
24,BMW Motorrad,R1250GS,16068,Männlich
68,Mazda,Mazda2,20936,Weiblich
34,BMW Motorrad,R1200GS,18214,Weiblich
29,Honda,Jazz,19785,Weiblich
34,BMW Motorrad,R1250GS,7763,Weiblich
49,Kia,Sportage,20025,Männlich
17,Land Rover,Discovery,32313,Männlich
39,Alfa Romeo,Stelvio,44644,Männlich
78,BMW Motorrad,F900R,16480,Weiblich
79,Jeep,Grand Cherokee,67159,Weiblich
17,Tesla,Model 3,78802,Männlich
48,Citroen,C3,23026,Männlich
77,Peugeot,3008,8453,Männlich
50,Peugeot,5008,26124,Weiblich
22,Citroen,C3,28208,Männlich
34,Opel,Mokka,15709,Männlich
74,Alfa Romeo,MiTo,41135,Weiblich
31,Nissan,Leaf,48226,Männlich
40,Mazda,Mazda3,31450,Weiblich
53,Peugeot,Partner,29958,Männlich
24,Nissan,Leaf,42782,Männlich
76,Kia,Ceed,15396,Weiblich
76,Toyota,Corolla,35285,Männlich
75,Mitsubishi,Outlander,26301,Männlich
26,Ford,Mondeo,9628,Weiblich
58,Jeep,Grand Cherokee,41197,Weiblich
46,Jeep,Renegade,30770,Weiblich
48,Volvo,S60,46967,Männlich
18,Toyota,Corolla,31367,Weiblich
60,Porsche,Macan,85551,Männlich
65,Kia,Ceed,16066,Weiblich
38,Land Rover,Evoque,54213,Männlich
57,Porsche,911,176786,Männlich
35,Audi,A5,51816,Weiblich
35,Nissan,Leaf,42562,Männlich
43,BMW,5er,54794,Männlich
36,Volkswagen,Touareg,55483,Weiblich
41,Subaru,Forester,33745,Männlich
16,Citroen,C5,29126,Männlich
50,Land Rover,Defender,46560,Weiblich
54,Mercedes,GLS,66552,Männlich
52,Porsche,Cayenne,165498,Weiblich
46,Volkswagen,ID.4,34763,Männlich
19,Citroen,C4,34931,Weiblich
74,Ford,Mondeo,24092,Weiblich
41,Porsche,Taycan,124889,Weiblich
19,Nissan,X-Trail,40272,Weiblich
62,Volvo,V90,62577,Männlich
22,Nissan,Navara,17671,Männlich
28,Nissan,Navara,10384,Weiblich
60,Alfa Romeo,Giulia,32202,Weiblich
32,BMW,3er,118556,Männlich
41,Alfa Romeo,Stelvio,72543,Männlich
41,Toyota,Corolla,42374,Männlich
16,Porsche,Taycan,172884,Weiblich
71,Renault,Kadjar,22779,Männlich
45,Land Rover,Discovery,119136,Männlich
21,Audi,A5,93871,Weiblich
21,Volkswagen,Passat,60869,Weiblich
21,Hyundai,Nexo,13254,Männlich
54,Tesla,Model S,58311,Männlich
49,Alfa Romeo,Giulietta,30551,Weiblich
24,Mercedes,GLE,52107,Männlich
65,Skoda,Fabia,14919,Männlich
44,Honda,CR-V,33223,Männlich
67,Mazda,Mazda6,24786,Männlich
50,Jeep,Compass,24408,Weiblich
75,BMW Motorrad,S1000RR,21842,Männlich
18,Honda,Jazz,16522,Männlich
45,Skoda,Fabia,13080,Weiblich
33,Audi,A8,29180,Weiblich
52,Mitsubishi,ASX,23337,Männlich
30,Skoda,Kodiaq,17075,Männlich
72,Alfa Romeo,Stelvio,76409,Weiblich
22,Opel,Zafira,22771,Männlich
34,Skoda,Superb,21195,Weiblich
39,Skoda,Fabia,42808,Weiblich
40,Volkswagen,ID.4,10529,Weiblich
71,Honda,HR-V,24718,Männlich
24,Mitsubishi,L200,21857,Männlich
73,Mitsubishi,Space Star,29729,Männlich
57,Audi,A1,98170,Männlich
37,Nissan,Leaf,48911,Männlich
46,Mercedes,GLA,54923,Weiblich
58,Jeep,Compass,37322,Weiblich
37,Porsche,Cayenne,166884,Männlich
27,Kia,Sportage,44419,Männlich
25,BMW,i4,115086,Männlich
68,Land Rover,Range Rover,77537,Männlich
43,Volvo,V90,29177,Männlich
43,Subaru,Impreza,29568,Männlich
56,BMW,X1,84984,Männlich
41,BMW,X1,42171,Männlich
40,Ford,Edge,9469,Weiblich
39,Toyota,Corolla,19624,Weiblich
19,Toyota,Yaris,41506,Weiblich
33,Honda,Civic,15344,Männlich
42,Kia,Seltos,21608,Männlich
74,Peugeot,3008,21340,Männlich
33,Jeep,Renegade,19262,Männlich
51,Honda,Accord,22693,Weiblich
23,Hyundai,i10,10938,Weiblich
23,Citroen,C5,21219,Weiblich
31,Opel,Grandland,26440,Männlich
76,BMW,3er,97206,Weiblich
35,Peugeot,3008,7111,Weiblich
18,Subaru,Outback,32226,Weiblich
39,Subaru,Forester,11791,Männlich
73,Porsche,Taycan,172823,Männlich
27,Renault,Clio,30568,Männlich
62,BMW Motorrad,S1000RR,10658,Weiblich
69,Volvo,V90,52029,Weiblich
22,Peugeot,308,28496,Männlich
16,Citroen,C3 Aircross,9852,Männlich
27,Alfa Romeo,Giulietta,69270,Männlich
77,Mercedes,GLC,134302,Männlich
72,Hyundai,i10,13202,Weiblich
16,Ford,Edge,19257,Männlich
35,Renault,Koleos,11072,Weiblich
65,Nissan,Qashqai,17805,Weiblich
76,Toyota,Yaris,53525,Männlich
50,Porsche,911,88048,Männlich
26,Toyota,Yaris,51766,Weiblich
51,Land Rover,Discovery,115120,Weiblich
68,Tesla,Model Y,76007,Weiblich
26,BMW Motorrad,S1000RR,12000,Männlich
78,Porsche,911,65668,Männlich
80,Toyota,C-HR,54304,Weiblich
34,Land Rover,Evoque,46762,Weiblich
23,Toyota,Yaris,16409,Männlich
23,Nissan,X-Trail,21972,Männlich
53,Alfa Romeo,MiTo,25958,Weiblich
56,Volvo,V90,36722,Männlich
74,Jeep,Wrangler,61866,Männlich
47,Tesla,Model S,65621,Weiblich
77,Honda,Civic,19538,Männlich
47,Mercedes,V-Klasse,111271,Weiblich
74,Subaru,Impreza,11645,Männlich
61,Mazda,Mazda3,18925,Weiblich
44,Opel,Insignia,25630,Weiblich
78,Audi,A4,49003,Weiblich
36,Nissan,Leaf,22326,Männlich
59,Subaru,Impreza,43556,Männlich
56,Nissan,X-Trail,19288,Weiblich
47,Hyundai,i20,15926,Weiblich
39,BMW,Z4,57712,Männlich
66,Porsche,911,147245,Männlich
55,Peugeot,3008,10623,Weiblich
50,Mercedes,S-Klasse,39707,Weiblich
62,Honda,CR-V,17306,Männlich
53,Hyundai,Santa Fe,30036,Weiblich
67,Kia,Niro,20953,Weiblich
26,Honda,Jazz,20714,Männlich
48,Mercedes,B-Klasse,88783,Weiblich
17,Toyota,Yaris,41248,Männlich
31,Hyundai,i10,21522,Weiblich
18,Hyundai,Nexo,17678,Männlich
50,Mercedes,GLE,134227,Weiblich
42,Peugeot,Partner,26665,Männlich
77,BMW Motorrad,F900R,12028,Männlich
39,Renault,Koleos,30542,Männlich
53,Tesla,Model 3,76502,Männlich
16,Hyundai,i30,22325,Männlich
40,Kia,Stonic,16842,Weiblich
65,Mitsubishi,Space Star,29660,Weiblich
25,Mercedes,GLA,50139,Weiblich
47,Porsche,Macan,148231,Weiblich
69,Kia,Rio,8796,Weiblich
62,Ford,Mustang,8609,Männlich
71,Subaru,Impreza,14543,Männlich
74,Citroen,C3 Aircross,17668,Männlich
59,Peugeot,3008,28242,Männlich
67,Ford,Fiesta,24586,Weiblich
19,Land Rover,Discovery,79378,Männlich
49,Volkswagen,Golf,40005,Weiblich
67,Volkswagen,Passat,62967,Männlich
18,Honda,CR-V,10999,Weiblich
70,Skoda,Octavia,29038,Männlich
77,Tesla,Model 3,69779,Männlich
49,Mercedes,V-Klasse,66004,Männlich
42,Volvo,XC40,20967,Weiblich
35,Porsche,Macan,148042,Weiblich
29,Land Rover,Discovery,92923,Männlich
60,Jeep,Renegade,47825,Weiblich
47,Volkswagen,ID.3,40891,Weiblich
80,Peugeot,5008,22320,Männlich
33,Mitsubishi,ASX,15399,Männlich
49,Audi,Q3,108402,Weiblich
41,Kia,Sportage,21192,Männlich
25,Nissan,Qashqai,34386,Weiblich
63,Jeep,Compass,52653,Männlich
76,Ford,Kuga,37898,Männlich
36,Toyota,Camry,11375,Weiblich
43,Land Rover,Evoque,70506,Männlich
56,Jeep,Grand Cherokee,20803,Männlich
36,Citroen,C3 Aircross,30778,Männlich
17,Ford,Mondeo,25187,Weiblich
17,Tesla,Model 3,27869,Männlich
68,Citroen,C4,16041,Weiblich
21,Nissan,X-Trail,31197,Weiblich
68,Ford,Fiesta,20774,Männlich
68,Ford,Focus,25695,Weiblich
45,Citroen,C3,14707,Weiblich
62,Honda,Accord,23400,Männlich
47,Porsche,Macan,75074,Männlich
42,Tesla,Model 3,45347,Männlich
32,Ford,Edge,25813,Männlich
71,Skoda,Kodiaq,10533,Männlich
64,Hyundai,i30,15117,Weiblich
67,Alfa Romeo,Giulietta,24204,Weiblich
53,Mercedes,GLE,77458,Weiblich
17,BMW Motorrad,S1000RR,12750,Weiblich
55,Jeep,Compass,47587,Weiblich
21,Mercedes,GLS,52100,Männlich
47,Alfa Romeo,Stelvio,43930,Weiblich
64,Nissan,Juke,27619,Männlich
28,BMW,i4,115235,Weiblich
71,Citroen,C3 Aircross,29821,Weiblich
80,Renault,Clio,21894,Männlich
69,Peugeot,308,12603,Weiblich
69,Mazda,Mazda3,23558,Männlich
69,Toyota,Corolla,41283,Männlich
20,Audi,A5,74904,Männlich
76,BMW,4er,51048,Weiblich
72,Alfa Romeo,Giulia,21317,Männlich
24,Alfa Romeo,Giulia,57561,Weiblich
45,Land Rover,Discovery,44843,Männlich
45,BMW Motorrad,R1250GS,21619,Männlich
77,Opel,Corsa,18970,Weiblich
49,BMW Motorrad,R1200GS,14848,Männlich
45,Kia,Ceed,41477,Weiblich
40,Toyota,C-HR,33283,Männlich
25,Opel,Zafira,23004,Weiblich
17,Tesla,Model X,78125,Weiblich
18,Volkswagen,Polo,30662,Weiblich
29,Nissan,Micra,43728,Männlich
15,Peugeot,508,12340,Weiblich
29,Audi,A1,93953,Männlich
24,Mazda,Mazda6,32958,Männlich
71,Volvo,XC90,46501,Männlich
30,Mitsubishi,ASX,24880,Weiblich
44,Volvo,V90,38768,Männlich
27,Mitsubishi,Space Star,24132,Männlich
55,Hyundai,i20,32390,Weiblich
50,Audi,A3,25205,Männlich
61,Tesla,Model S,58454,Männlich
78,Land Rover,Discovery,43957,Männlich
21,Kia,Stonic,29421,Weiblich
69,Jeep,Cherokee,53348,Weiblich
68,Audi,A6,16479,Weiblich
45,Subaru,XV,36360,Weiblich
49,Opel,Corsa,17780,Männlich
60,Alfa Romeo,Stelvio,55138,Männlich
73,Alfa Romeo,MiTo,51377,Männlich
32,Volkswagen,ID.3,40104,Männlich
34,Skoda,Kamiq,43764,Weiblich
44,BMW Motorrad,R1200GS,6062,Weiblich
59,Citroen,C4,29731,Männlich
61,Alfa Romeo,MiTo,35324,Männlich
49,Alfa Romeo,Giulia,44043,Männlich
24,Mazda,Mazda6,12251,Männlich
30,Jeep,Compass,37962,Männlich
54,Land Rover,Evoque,105135,Weiblich
40,Jeep,Compass,42994,Weiblich
72,Porsche,Taycan,139314,Weiblich
55,BMW Motorrad,S1000RR,13643,Weiblich
70,Kia,Ceed,37068,Weiblich
44,Peugeot,308,24063,Männlich
46,Tesla,Model 3,48636,Weiblich
50,BMW,5er,72225,Männlich
56,Citroen,C3,9917,Männlich
41,Alfa Romeo,MiTo,77983,Weiblich
55,Honda,HR-V,8176,Weiblich
40,Hyundai,i10,43765,Männlich
17,Mitsubishi,ASX,10848,Männlich
31,Ford,Fiesta,38032,Männlich
68,Tesla,Model X,30075,Männlich
39,Mitsubishi,L200,35977,Weiblich
79,Ford,Mondeo,10974,Weiblich
64,Honda,Jazz,31395,Weiblich
33,Volvo,V90,32841,Weiblich
18,Subaru,Impreza,19086,Weiblich
43,Mitsubishi,Space Star,31264,Männlich
23,Toyota,C-HR,15899,Weiblich
39,Honda,Accord,30262,Weiblich
50,Volkswagen,Sharan,60652,Weiblich
27,Opel,Corsa,10693,Weiblich
25,Kia,Seltos,8416,Männlich
49,BMW,i3,56976,Männlich
53,Renault,Captur,32688,Männlich
34,Citroen,C5,31874,Weiblich
30,Jeep,Grand Cherokee,39412,Männlich
26,Hyundai,i30,15911,Männlich
56,Kia,Niro,37230,Weiblich
26,Mitsubishi,ASX,28066,Weiblich
34,Peugeot,208,24881,Weiblich
34,Kia,Sportage,14341,Weiblich
36,Renault,Kadjar,24061,Weiblich
41,Peugeot,208,24369,Männlich
35,Ford,Kuga,26696,Männlich
41,Alfa Romeo,MiTo,50802,Weiblich
61,Peugeot,5008,25354,Weiblich
66,Subaru,Impreza,37909,Weiblich
40,BMW Motorrad,F900R,7288,Weiblich
45,Renault,Clio,32731,Weiblich
55,Volkswagen,Touran,62735,Weiblich
26,Peugeot,5008,28421,Männlich
24,Peugeot,308,14732,Weiblich
41,BMW Motorrad,S1000RR,7149,Männlich
76,Renault,Talisman,16101,Weiblich
55,Hyundai,Nexo,25886,Männlich
29,Alfa Romeo,Giulietta,37294,Weiblich
43,Jeep,Compass,20762,Weiblich
68,Volvo,V90,43564,Weiblich
56,Mazda,Mazda6,36953,Weiblich
40,Citroen,C4,31702,Weiblich
40,BMW,X6,112679,Männlich
47,Citroen,C3 Aircross,5878,Weiblich
69,Land Rover,Discovery,31035,Weiblich
50,Mercedes,S-Klasse,118234,Weiblich
40,Mazda,Mazda6,35309,Männlich
80,Opel,Insignia,11619,Weiblich
19,Land Rover,Evoque,117802,Männlich
47,Hyundai,i10,18092,Weiblich
74,Nissan,X-Trail,10266,Weiblich
67,Renault,Kadjar,17745,Weiblich
24,Volvo,XC60,64379,Weiblich
70,BMW,2er,47828,Männlich
68,Volkswagen,Golf,60038,Männlich
60,Volkswagen,Tiguan,33527,Weiblich
79,Volkswagen,Arteon,30895,Männlich
26,Skoda,Scala,26573,Weiblich
35,BMW Motorrad,F900R,8051,Männlich
49,Jeep,Grand Cherokee,42588,Männlich
57,Mazda,Mazda6,20128,Männlich
29,Skoda,Kamiq,33980,Männlich
45,BMW Motorrad,S1000RR,10079,Männlich
44,Mitsubishi,L200,39993,Männlich
15,Volkswagen,Polo,64953,Weiblich
74,Hyundai,Tucson,42081,Weiblich
32,BMW,X5,113512,Weiblich
15,Hyundai,i20,29478,Weiblich
51,Land Rover,Evoque,99540,Männlich
16,Volvo,V90,49753,Weiblich
49,Volvo,XC40,79845,Männlich
15,Alfa Romeo,Stelvio,79220,Männlich
70,Hyundai,Santa Fe,37089,Weiblich
80,Land Rover,Range Rover,91607,Weiblich
78,Alfa Romeo,MiTo,42745,Männlich
27,Jeep,Cherokee,31887,Weiblich
43,BMW,X5,30411,Weiblich
80,Kia,Rio,9739,Männlich
74,Ford,Focus,31967,Männlich
22,Alfa Romeo,MiTo,38863,Männlich
36,Mercedes,GLC,51262,Männlich
27,Volvo,V90,61709,Weiblich
57,Land Rover,Defender,89359,Weiblich
54,Citroen,C3,12997,Weiblich
26,Mitsubishi,Outlander,7992,Männlich
60,Jeep,Renegade,35147,Männlich
41,Honda,HR-V,16945,Weiblich
29,Land Rover,Evoque,54122,Weiblich
80,Peugeot,208,28818,Weiblich
71,BMW,X5,100305,Männlich
53,Subaru,Outback,27256,Weiblich
49,Peugeot,508,9200,Männlich
17,Tesla,Model X,63768,Männlich
36,Hyundai,i30,44772,Weiblich
69,Subaru,XV,33335,Männlich
70,Skoda,Fabia,23679,Männlich
65,Jeep,Compass,19967,Weiblich
20,Peugeot,508,10533,Weiblich
43,Honda,CR-V,14559,Weiblich
51,Skoda,Octavia,16381,Männlich
56,Volkswagen,ID.4,26439,Weiblich
57,Volkswagen,Tiguan,56936,Weiblich
67,Mercedes,GLA,116966,Männlich
63,Subaru,Forester,31142,Weiblich
55,Toyota,RAV4,44160,Weiblich
19,Citroen,C3 Aircross,27158,Weiblich
16,Nissan,Leaf,12807,Männlich
36,Honda,HR-V,24675,Weiblich
46,Toyota,RAV4,48491,Männlich
